snapshot_date,country_code,location_id,unit_id,product_id,on_hand_quantity,reserved_quantity,waste_quantity
2026-01-01,SA,LOC024,LOC024-U01,P007,98,5,3
2026-01-01,BR,LOC033,LOC033-U01,P006,142,8,3
2026-01-01,BR,LOC033,LOC033-U01,P003,107,12,3
2026-01-01,BR,LOC033,LOC033-U01,P001,62,13,1
2026-01-01,BR,LOC033,LOC033-U01,P007,85,14,4
2026-01-01,KR,LOC038,LOC038-U02,P006,166,10,1
2026-01-01,KR,LOC038,LOC038-U02,P003,116,4,4
2026-01-01,KR,LOC038,LOC038-U02,P001,151,1,6
2026-01-01,KR,LOC038,LOC038-U02,P007,130,18,6
2026-01-01,MY,LOC027,LOC027-U02,P006,67,7,7
2026-01-01,MY,LOC027,LOC027-U02,P003,15,14,2
2026-01-01,MY,LOC027,LOC027-U02,P001,38,15,7
2026-01-01,MY,LOC027,LOC027-U02,P007,150,7,0
2026-01-01,DE,LOC003,LOC003-U02,P006,88,14,7
2026-01-01,DE,LOC003,LOC003-U02,P003,117,7,2
2026-01-01,DE,LOC003,LOC003-U02,P001,162,4,1
2026-01-01,DE,LOC003,LOC003-U02,P007,68,9,4
2026-01-01,EG,LOC036,LOC036-U01,P006,32,15,4
2026-01-01,EG,LOC036,LOC036-U01,P003,98,14,6
2026-01-01,EG,LOC036,LOC036-U01,P001,193,2,2
2026-01-01,EG,LOC036,LOC036-U01,P007,93,9,2
2026-01-01,ZA,LOC035,LOC035-U01,P006,191,18,1
2026-01-01,ZA,LOC035,LOC035-U01,P003,128,7,4
2026-01-01,ZA,LOC035,LOC035-U01,P001,58,18,2
2026-01-01,ZA,LOC035,LOC035-U01,P007,159,16,2
2026-01-01,GB,LOC001,LOC001-U01,P006,193,18,6
2026-01-01,GB,LOC001,LOC001-U01,P003,74,5,0
2026-01-01,GB,LOC001,LOC001-U01,P001,102,6,1
2026-01-01,GB,LOC001,LOC001-U01,P007,33,16,0
2026-01-01,CZ,LOC017,LOC017-U02,P006,164,19,6
2026-01-01,CZ,LOC017,LOC017-U02,P003,17,8,7
2026-01-01,CZ,LOC017,LOC017-U02,P001,24,19,1
2026-01-01,CZ,LOC017,LOC017-U02,P007,18,5,3
2026-01-01,FI,LOC013,LOC013-U01,P006,25,11,4
2026-01-01,FI,LOC013,LOC013-U01,P003,95,11,5
2026-01-01,FI,LOC013,LOC013-U01,P001,23,14,7
2026-01-01,FI,LOC013,LOC013-U01,P007,148,15,2
2026-01-01,FI,LOC013,LOC013-U02,P006,197,12,4
2026-01-01,FI,LOC013,LOC013-U02,P003,129,0,0
2026-01-01,FI,LOC013,LOC013-U02,P001,105,18,7
2026-01-01,FI,LOC013,LOC013-U02,P007,133,10,5
2026-01-01,KR,LOC038,LOC038-U01,P006,58,12,6
2026-01-01,KR,LOC038,LOC038-U01,P003,144,14,7
2026-01-01,KR,LOC038,LOC038-U01,P001,86,16,3
2026-01-01,KR,LOC038,LOC038-U01,P007,31,1,0
2026-01-01,CH,LOC008,LOC008-U02,P006,114,3,5
2026-01-01,CH,LOC008,LOC008-U02,P003,20,6,2
2026-01-01,CH,LOC008,LOC008-U02,P001,147,16,0
2026-01-01,CH,LOC008,LOC008-U02,P007,121,7,5
2026-01-02,TR,LOC021,LOC021-U02,P006,43,5,0
2026-01-02,TR,LOC021,LOC021-U02,P003,148,14,6
2026-01-02,TR,LOC021,LOC021-U02,P002,124,12,3
2026-01-02,TR,LOC021,LOC021-U02,P001,64,6,6
2026-01-02,SE,LOC010,LOC010-U02,P006,24,16,4
2026-01-02,SE,LOC010,LOC010-U02,P003,163,10,4
2026-01-02,SE,LOC010,LOC010-U02,P002,98,16,7
2026-01-02,SE,LOC010,LOC010-U02,P001,189,4,1
2026-01-02,FR,LOC002,LOC002-U01,P006,97,17,2
2026-01-02,FR,LOC002,LOC002-U01,P003,98,17,3
2026-01-02,FR,LOC002,LOC002-U01,P002,101,8,0
2026-01-02,FR,LOC002,LOC002-U01,P001,24,16,3
2026-01-02,RO,LOC019,LOC019-U02,P006,133,16,1
2026-01-02,RO,LOC019,LOC019-U02,P003,31,8,4
2026-01-02,RO,LOC019,LOC019-U02,P002,142,9,7
2026-01-02,RO,LOC019,LOC019-U02,P001,182,6,1
2026-01-02,AU,LOC029,LOC029-U01,P006,16,1,7
2026-01-02,AU,LOC029,LOC029-U01,P003,118,13,2
2026-01-02,AU,LOC029,LOC029-U01,P002,44,13,4
2026-01-02,AU,LOC029,LOC029-U01,P001,186,1,5
2026-01-02,NL,LOC006,LOC006-U01,P006,132,14,5
2026-01-02,NL,LOC006,LOC006-U01,P003,129,6,4
2026-01-02,NL,LOC006,LOC006-U01,P002,85,16,1
2026-01-02,NL,LOC006,LOC006-U01,P001,115,10,1
2026-01-02,SA,LOC024,LOC024-U02,P006,97,2,2
2026-01-02,SA,LOC024,LOC024-U02,P003,124,16,6
2026-01-02,SA,LOC024,LOC024-U02,P002,198,15,5
2026-01-02,SA,LOC024,LOC024-U02,P001,14,2,7
2026-01-02,SG,LOC026,LOC026-U02,P006,34,5,5
2026-01-02,SG,LOC026,LOC026-U02,P003,26,8,2
2026-01-02,SG,LOC026,LOC026-U02,P002,31,12,6
2026-01-02,SG,LOC026,LOC026-U02,P001,96,0,1
2026-01-02,IN,LOC025,LOC025-U01,P006,30,2,5
2026-01-02,IN,LOC025,LOC025-U01,P003,167,17,7
2026-01-02,IN,LOC025,LOC025-U01,P002,152,5,1
2026-01-02,IN,LOC025,LOC025-U01,P001,11,17,1
2026-01-02,JP,LOC037,LOC037-U02,P006,15,18,0
2026-01-02,JP,LOC037,LOC037-U02,P003,67,7,6
2026-01-02,JP,LOC037,LOC037-U02,P002,185,14,5
2026-01-02,JP,LOC037,LOC037-U02,P001,195,12,5
2026-01-02,GB,LOC001,LOC001-U02,P006,55,9,2
2026-01-02,GB,LOC001,LOC001-U02,P003,172,2,0
2026-01-02,GB,LOC001,LOC001-U02,P002,130,19,2
2026-01-02,GB,LOC001,LOC001-U02,P001,56,12,4
2026-01-02,IN,LOC025,LOC025-U02,P006,55,3,6
2026-01-02,IN,LOC025,LOC025-U02,P003,114,4,7
2026-01-02,IN,LOC025,LOC025-U02,P002,15,9,7
2026-01-02,IN,LOC025,LOC025-U02,P001,197,15,7
2026-01-02,DE,LOC003,LOC003-U02,P006,58,3,1
2026-01-02,DE,LOC003,LOC003-U02,P003,121,13,4
2026-01-02,DE,LOC003,LOC003-U02,P002,199,17,0
2026-01-02,DE,LOC003,LOC003-U02,P001,136,19,7
2026-01-02,EG,LOC036,LOC036-U02,P006,141,6,1
2026-01-02,EG,LOC036,LOC036-U02,P003,184,6,4
2026-01-02,EG,LOC036,LOC036-U02,P002,132,8,0
2026-01-02,EG,LOC036,LOC036-U02,P001,68,12,1
2026-01-02,CZ,LOC017,LOC017-U02,P006,166,4,4
2026-01-02,CZ,LOC017,LOC017-U02,P003,178,17,5
2026-01-02,CZ,LOC017,LOC017-U02,P002,32,7,4
2026-01-02,CZ,LOC017,LOC017-U02,P001,160,8,0
2026-01-02,CA,LOC032,LOC032-U02,P006,198,5,7
2026-01-02,CA,LOC032,LOC032-U02,P003,84,7,3
2026-01-02,CA,LOC032,LOC032-U02,P002,185,4,5
2026-01-02,CA,LOC032,LOC032-U02,P001,189,6,1
2026-01-02,NO,LOC011,LOC011-U01,P006,126,4,5
2026-01-02,NO,LOC011,LOC011-U01,P003,49,13,7
2026-01-02,NO,LOC011,LOC011-U01,P002,153,13,1
2026-01-02,NO,LOC011,LOC011-U01,P001,186,12,7
2026-01-02,PT,LOC015,LOC015-U01,P006,196,14,1
2026-01-02,PT,LOC015,LOC015-U01,P003,57,19,6
2026-01-02,PT,LOC015,LOC015-U01,P002,69,3,0
2026-01-02,PT,LOC015,LOC015-U01,P001,145,17,6
2026-01-02,MY,LOC027,LOC027-U01,P006,111,18,4
2026-01-02,MY,LOC027,LOC027-U01,P003,10,0,7
2026-01-02,MY,LOC027,LOC027-U01,P002,152,18,0
2026-01-02,MY,LOC027,LOC027-U01,P001,43,8,2
2026-01-02,NO,LOC011,LOC011-U02,P006,17,16,3
2026-01-02,NO,LOC011,LOC011-U02,P003,21,11,6
2026-01-02,NO,LOC011,LOC011-U02,P002,53,10,5
2026-01-02,NO,LOC011,LOC011-U02,P001,158,10,7
2026-01-03,RO,LOC019,LOC019-U01,P004,146,6,1
2026-01-03,RO,LOC019,LOC019-U01,P002,108,8,2
2026-01-03,RO,LOC019,LOC019-U01,P003,54,14,2
2026-01-03,RO,LOC019,LOC019-U01,P005,80,1,1
2026-01-03,FI,LOC013,LOC013-U02,P004,157,1,4
2026-01-03,FI,LOC013,LOC013-U02,P002,170,5,0
2026-01-03,FI,LOC013,LOC013-U02,P003,142,10,0
2026-01-03,FI,LOC013,LOC013-U02,P005,95,16,2
2026-01-03,BE,LOC007,LOC007-U02,P004,152,12,1
2026-01-03,BE,LOC007,LOC007-U02,P002,12,4,0
2026-01-03,BE,LOC007,LOC007-U02,P003,135,7,4
2026-01-03,BE,LOC007,LOC007-U02,P005,54,4,3
2026-01-03,SA,LOC024,LOC024-U02,P004,23,3,2
2026-01-03,SA,LOC024,LOC024-U02,P002,131,18,0
2026-01-03,SA,LOC024,LOC024-U02,P003,25,1,6
2026-01-03,SA,LOC024,LOC024-U02,P005,91,12,0
2026-01-03,EG,LOC036,LOC036-U02,P004,175,19,1
2026-01-03,EG,LOC036,LOC036-U02,P002,198,8,2
2026-01-03,EG,LOC036,LOC036-U02,P003,15,6,1
2026-01-03,EG,LOC036,LOC036-U02,P005,126,5,2
2026-01-03,MY,LOC027,LOC027-U01,P004,129,16,7
2026-01-03,MY,LOC027,LOC027-U01,P002,139,11,2
2026-01-03,MY,LOC027,LOC027-U01,P003,151,4,3
2026-01-03,MY,LOC027,LOC027-U01,P005,69,1,1
2026-01-03,NL,LOC006,LOC006-U01,P004,25,12,5
2026-01-03,NL,LOC006,LOC006-U01,P002,17,16,4
2026-01-03,NL,LOC006,LOC006-U01,P003,96,10,5
2026-01-03,NL,LOC006,LOC006-U01,P005,190,17,4
2026-01-03,FI,LOC013,LOC013-U01,P004,85,2,3
2026-01-03,FI,LOC013,LOC013-U01,P002,80,2,5
2026-01-03,FI,LOC013,LOC013-U01,P003,90,1,4
2026-01-03,FI,LOC013,LOC013-U01,P005,22,18,0
2026-01-03,NL,LOC006,LOC006-U02,P004,180,12,7
2026-01-03,NL,LOC006,LOC006-U02,P002,81,9,4
2026-01-03,NL,LOC006,LOC006-U02,P003,101,4,6
2026-01-03,NL,LOC006,LOC006-U02,P005,144,19,5
2026-01-03,GR,LOC020,LOC020-U01,P004,89,6,2
2026-01-03,GR,LOC020,LOC020-U01,P002,147,14,7
2026-01-03,GR,LOC020,LOC020-U01,P003,152,19,6
2026-01-03,GR,LOC020,LOC020-U01,P005,78,6,7
2026-01-03,SG,LOC026,LOC026-U02,P004,137,17,7
2026-01-03,SG,LOC026,LOC026-U02,P002,197,1,5
2026-01-03,SG,LOC026,LOC026-U02,P003,156,3,3
2026-01-03,SG,LOC026,LOC026-U02,P005,72,12,7
2026-01-03,ZA,LOC035,LOC035-U01,P004,94,7,5
2026-01-03,ZA,LOC035,LOC035-U01,P002,111,12,1
2026-01-03,ZA,LOC035,LOC035-U01,P003,123,15,1
2026-01-03,ZA,LOC035,LOC035-U01,P005,41,7,4
2026-01-03,IN,LOC025,LOC025-U02,P004,55,10,7
2026-01-03,IN,LOC025,LOC025-U02,P002,163,18,3
2026-01-03,IN,LOC025,LOC025-U02,P003,48,5,6
2026-01-03,IN,LOC025,LOC025-U02,P005,149,6,0
2026-01-03,PT,LOC015,LOC015-U02,P004,57,3,4
2026-01-03,PT,LOC015,LOC015-U02,P002,102,8,5
2026-01-03,PT,LOC015,LOC015-U02,P003,117,1,1
2026-01-03,PT,LOC015,LOC015-U02,P005,32,17,0
2026-01-03,TR,LOC021,LOC021-U02,P004,56,9,1
2026-01-03,TR,LOC021,LOC021-U02,P002,108,18,3
2026-01-03,TR,LOC021,LOC021-U02,P003,71,19,0
2026-01-03,TR,LOC021,LOC021-U02,P005,192,9,7
2026-01-03,NO,LOC011,LOC011-U01,P004,170,8,1
2026-01-03,NO,LOC011,LOC011-U01,P002,119,5,2
2026-01-03,NO,LOC011,LOC011-U01,P003,111,18,7
2026-01-03,NO,LOC011,LOC011-U01,P005,47,14,2
2026-01-03,NO,LOC011,LOC011-U02,P004,102,15,6
2026-01-03,NO,LOC011,LOC011-U02,P002,148,19,3
2026-01-03,NO,LOC011,LOC011-U02,P003,178,6,5
2026-01-03,NO,LOC011,LOC011-U02,P005,76,14,7
2026-01-03,RO,LOC019,LOC019-U02,P004,73,11,3
2026-01-03,RO,LOC019,LOC019-U02,P002,187,3,1
2026-01-03,RO,LOC019,LOC019-U02,P003,30,3,3
2026-01-03,RO,LOC019,LOC019-U02,P005,152,13,6
2026-01-03,CH,LOC008,LOC008-U01,P004,148,0,4
2026-01-03,CH,LOC008,LOC008-U01,P002,172,14,7
2026-01-03,CH,LOC008,LOC008-U01,P003,170,3,2
2026-01-03,CH,LOC008,LOC008-U01,P005,113,11,1
2026-01-03,CZ,LOC017,LOC017-U02,P004,101,19,2
2026-01-03,CZ,LOC017,LOC017-U02,P002,30,12,3
2026-01-03,CZ,LOC017,LOC017-U02,P003,85,7,1
2026-01-03,CZ,LOC017,LOC017-U02,P005,136,10,6
2026-01-04,RO,LOC019,LOC019-U01,P003,44,1,7
2026-01-04,RO,LOC019,LOC019-U01,P002,17,10,6
2026-01-04,RO,LOC019,LOC019-U01,P005,195,11,0
2026-01-04,RO,LOC019,LOC019-U01,P004,140,17,2
2026-01-04,SE,LOC010,LOC010-U01,P003,23,9,2
2026-01-04,SE,LOC010,LOC010-U01,P002,170,10,4
2026-01-04,SE,LOC010,LOC010-U01,P005,69,9,1
2026-01-04,SE,LOC010,LOC010-U01,P004,162,1,1
2026-01-04,TH,LOC028,LOC028-U01,P003,142,11,2
2026-01-04,TH,LOC028,LOC028-U01,P002,66,16,7
2026-01-04,TH,LOC028,LOC028-U01,P005,41,2,1
2026-01-04,TH,LOC028,LOC028-U01,P004,168,15,2
2026-01-04,CH,LOC008,LOC008-U01,P003,110,10,6
2026-01-04,CH,LOC008,LOC008-U01,P002,140,16,6
2026-01-04,CH,LOC008,LOC008-U01,P005,158,7,1
2026-01-04,CH,LOC008,LOC008-U01,P004,102,1,3
2026-01-04,PL,LOC016,LOC016-U01,P003,43,2,7
2026-01-04,PL,LOC016,LOC016-U01,P002,162,2,7
2026-01-04,PL,LOC016,LOC016-U01,P005,173,19,5
2026-01-04,PL,LOC016,LOC016-U01,P004,29,8,3
2026-01-04,IN,LOC025,LOC025-U02,P003,113,0,6
2026-01-04,IN,LOC025,LOC025-U02,P002,44,1,5
2026-01-04,IN,LOC025,LOC025-U02,P005,190,14,4
2026-01-04,IN,LOC025,LOC025-U02,P004,48,4,7
2026-01-04,ZA,LOC035,LOC035-U01,P003,72,11,2
2026-01-04,ZA,LOC035,LOC035-U01,P002,199,7,1
2026-01-04,ZA,LOC035,LOC035-U01,P005,49,12,1
2026-01-04,ZA,LOC035,LOC035-U01,P004,33,1,2
2026-01-04,US,LOC031,LOC031-U01,P003,182,0,5
2026-01-04,US,LOC031,LOC031-U01,P002,75,12,3
2026-01-04,US,LOC031,LOC031-U01,P005,78,5,7
2026-01-04,US,LOC031,LOC031-U01,P004,183,10,5
2026-01-04,DE,LOC003,LOC003-U02,P003,132,17,4
2026-01-04,DE,LOC003,LOC003-U02,P002,186,5,5
2026-01-04,DE,LOC003,LOC003-U02,P005,100,10,3
2026-01-04,DE,LOC003,LOC003-U02,P004,112,18,4
2026-01-04,EG,LOC036,LOC036-U01,P003,174,19,5
2026-01-04,EG,LOC036,LOC036-U01,P002,144,1,0
2026-01-04,EG,LOC036,LOC036-U01,P005,164,12,1
2026-01-04,EG,LOC036,LOC036-U01,P004,127,8,5
2026-01-04,QA,LOC023,LOC023-U01,P003,198,17,2
2026-01-04,QA,LOC023,LOC023-U01,P002,66,7,3
2026-01-04,QA,LOC023,LOC023-U01,P005,15,12,1
2026-01-04,QA,LOC023,LOC023-U01,P004,25,4,7
2026-01-04,JP,LOC037,LOC037-U02,P003,114,4,7
2026-01-04,JP,LOC037,LOC037-U02,P002,99,0,6
2026-01-04,JP,LOC037,LOC037-U02,P005,141,15,0
2026-01-04,JP,LOC037,LOC037-U02,P004,33,7,4
2026-01-04,MX,LOC034,LOC034-U01,P003,10,6,6
2026-01-04,MX,LOC034,LOC034-U01,P002,166,4,6
2026-01-04,MX,LOC034,LOC034-U01,P005,165,3,6
2026-01-04,MX,LOC034,LOC034-U01,P004,176,0,2
2026-01-04,CA,LOC032,LOC032-U02,P003,46,1,4
2026-01-04,CA,LOC032,LOC032-U02,P002,80,5,6
2026-01-04,CA,LOC032,LOC032-U02,P005,114,0,0
2026-01-04,CA,LOC032,LOC032-U02,P004,72,12,2
2026-01-04,NZ,LOC030,LOC030-U01,P003,10,13,5
2026-01-04,NZ,LOC030,LOC030-U01,P002,42,19,7
2026-01-04,NZ,LOC030,LOC030-U01,P005,117,17,3
2026-01-04,NZ,LOC030,LOC030-U01,P004,17,1,6
2026-01-04,AE,LOC022,LOC022-U01,P003,168,1,2
2026-01-04,AE,LOC022,LOC022-U01,P002,101,11,3
2026-01-04,AE,LOC022,LOC022-U01,P005,34,0,5
2026-01-04,AE,LOC022,LOC022-U01,P004,197,14,0
2026-01-04,US,LOC031,LOC031-U02,P003,161,13,3
2026-01-04,US,LOC031,LOC031-U02,P002,196,12,1
2026-01-04,US,LOC031,LOC031-U02,P005,70,2,5
2026-01-04,US,LOC031,LOC031-U02,P004,195,17,4
2026-01-04,TR,LOC021,LOC021-U01,P003,27,7,2
2026-01-04,TR,LOC021,LOC021-U01,P002,125,0,4
2026-01-04,TR,LOC021,LOC021-U01,P005,108,0,7
2026-01-04,TR,LOC021,LOC021-U01,P004,127,8,0
2026-01-04,FI,LOC013,LOC013-U01,P003,152,7,2
2026-01-04,FI,LOC013,LOC013-U01,P002,97,1,2
2026-01-04,FI,LOC013,LOC013-U01,P005,43,0,0
2026-01-04,FI,LOC013,LOC013-U01,P004,112,19,0
2026-01-04,MX,LOC034,LOC034-U02,P003,173,13,3
2026-01-04,MX,LOC034,LOC034-U02,P002,14,6,6
2026-01-04,MX,LOC034,LOC034-U02,P005,70,11,2
2026-01-04,MX,LOC034,LOC034-U02,P004,89,2,1
2026-01-05,NL,LOC006,LOC006-U01,P005,34,3,1
2026-01-05,NL,LOC006,LOC006-U01,P003,105,2,0
2026-01-05,NL,LOC006,LOC006-U01,P006,164,15,0
2026-01-05,NL,LOC006,LOC006-U01,P007,195,8,7
2026-01-05,NZ,LOC030,LOC030-U02,P005,85,18,2
2026-01-05,NZ,LOC030,LOC030-U02,P003,137,4,5
2026-01-05,NZ,LOC030,LOC030-U02,P006,26,4,7
2026-01-05,NZ,LOC030,LOC030-U02,P007,196,11,1
2026-01-05,RO,LOC019,LOC019-U01,P005,170,13,1
2026-01-05,RO,LOC019,LOC019-U01,P003,91,5,3
2026-01-05,RO,LOC019,LOC019-U01,P006,160,0,7
2026-01-05,RO,LOC019,LOC019-U01,P007,98,0,3
2026-01-05,IT,LOC005,LOC005-U01,P005,32,17,2
2026-01-05,IT,LOC005,LOC005-U01,P003,193,12,4
2026-01-05,IT,LOC005,LOC005-U01,P006,125,17,2
2026-01-05,IT,LOC005,LOC005-U01,P007,38,3,4
2026-01-05,AT,LOC009,LOC009-U02,P005,36,16,2
2026-01-05,AT,LOC009,LOC009-U02,P003,44,5,2
2026-01-05,AT,LOC009,LOC009-U02,P006,126,3,0
2026-01-05,AT,LOC009,LOC009-U02,P007,126,8,2
2026-01-05,DE,LOC003,LOC003-U02,P005,77,8,0
2026-01-05,DE,LOC003,LOC003-U02,P003,29,2,3
2026-01-05,DE,LOC003,LOC003-U02,P006,40,18,1
2026-01-05,DE,LOC003,LOC003-U02,P007,161,12,2
2026-01-05,CZ,LOC017,LOC017-U02,P005,100,10,4
2026-01-05,CZ,LOC017,LOC017-U02,P003,26,7,5
2026-01-05,CZ,LOC017,LOC017-U02,P006,30,17,0
2026-01-05,CZ,LOC017,LOC017-U02,P007,196,10,7
2026-01-05,SG,LOC026,LOC026-U01,P005,84,2,0
2026-01-05,SG,LOC026,LOC026-U01,P003,65,16,1
2026-01-05,SG,LOC026,LOC026-U01,P006,105,11,2
2026-01-05,SG,LOC026,LOC026-U01,P007,110,19,7
2026-01-05,CH,LOC008,LOC008-U01,P005,133,18,0
2026-01-05,CH,LOC008,LOC008-U01,P003,29,16,6
2026-01-05,CH,LOC008,LOC008-U01,P006,164,6,1
2026-01-05,CH,LOC008,LOC008-U01,P007,87,3,7
2026-01-05,GR,LOC020,LOC020-U01,P005,96,13,3
2026-01-05,GR,LOC020,LOC020-U01,P003,46,12,2
2026-01-05,GR,LOC020,LOC020-U01,P006,183,7,3
2026-01-05,GR,LOC020,LOC020-U01,P007,89,10,2
2026-01-05,NO,LOC011,LOC011-U01,P005,76,2,5
2026-01-05,NO,LOC011,LOC011-U01,P003,53,19,0
2026-01-05,NO,LOC011,LOC011-U01,P006,95,2,6
2026-01-05,NO,LOC011,LOC011-U01,P007,136,5,2
2026-01-05,IT,LOC005,LOC005-U02,P005,87,15,2
2026-01-05,IT,LOC005,LOC005-U02,P003,15,18,5
2026-01-05,IT,LOC005,LOC005-U02,P006,175,4,5
2026-01-05,IT,LOC005,LOC005-U02,P007,158,17,5
2026-01-05,TR,LOC021,LOC021-U02,P005,16,15,3
2026-01-05,TR,LOC021,LOC021-U02,P003,86,8,2
2026-01-05,TR,LOC021,LOC021-U02,P006,90,15,6
2026-01-05,TR,LOC021,LOC021-U02,P007,104,4,5
2026-01-05,SE,LOC010,LOC010-U02,P005,82,6,5
2026-01-05,SE,LOC010,LOC010-U02,P003,152,19,3
2026-01-05,SE,LOC010,LOC010-U02,P006,145,4,3
2026-01-05,SE,LOC010,LOC010-U02,P007,45,2,2
2026-01-05,GB,LOC001,LOC001-U02,P005,186,12,4
2026-01-05,GB,LOC001,LOC001-U02,P003,141,10,0
2026-01-05,GB,LOC001,LOC001-U02,P006,90,8,5
2026-01-05,GB,LOC001,LOC001-U02,P007,17,4,3
2026-01-05,MX,LOC034,LOC034-U01,P005,72,13,4
2026-01-05,MX,LOC034,LOC034-U01,P003,174,15,2
2026-01-05,MX,LOC034,LOC034-U01,P006,188,14,7
2026-01-05,MX,LOC034,LOC034-U01,P007,113,15,7
2026-01-05,CZ,LOC017,LOC017-U01,P005,107,14,7
2026-01-05,CZ,LOC017,LOC017-U01,P003,196,12,1
2026-01-05,CZ,LOC017,LOC017-U01,P006,181,18,0
2026-01-05,CZ,LOC017,LOC017-U01,P007,74,17,3
2026-01-05,DK,LOC012,LOC012-U02,P005,14,11,4
2026-01-05,DK,LOC012,LOC012-U02,P003,178,12,2
2026-01-05,DK,LOC012,LOC012-U02,P006,137,7,1
2026-01-05,DK,LOC012,LOC012-U02,P007,115,10,0
2026-01-05,US,LOC031,LOC031-U01,P005,28,19,3
2026-01-05,US,LOC031,LOC031-U01,P003,132,6,3
2026-01-05,US,LOC031,LOC031-U01,P006,36,10,3
2026-01-05,US,LOC031,LOC031-U01,P007,155,9,3
2026-01-05,NL,LOC006,LOC006-U02,P005,49,6,0
2026-01-05,NL,LOC006,LOC006-U02,P003,191,17,7
2026-01-05,NL,LOC006,LOC006-U02,P006,70,16,4
2026-01-05,NL,LOC006,LOC006-U02,P007,114,2,6
2026-01-06,GB,LOC001,LOC001-U01,P004,196,10,3
2026-01-06,GB,LOC001,LOC001-U01,P005,170,8,2
2026-01-06,GB,LOC001,LOC001-U01,P007,75,10,3
2026-01-06,GB,LOC001,LOC001-U01,P002,167,13,4
2026-01-06,NL,LOC006,LOC006-U02,P004,133,6,0
2026-01-06,NL,LOC006,LOC006-U02,P005,26,15,6
2026-01-06,NL,LOC006,LOC006-U02,P007,106,4,7
2026-01-06,NL,LOC006,LOC006-U02,P002,126,1,4
2026-01-06,AU,LOC029,LOC029-U01,P004,50,1,7
2026-01-06,AU,LOC029,LOC029-U01,P005,67,2,5
2026-01-06,AU,LOC029,LOC029-U01,P007,167,2,6
2026-01-06,AU,LOC029,LOC029-U01,P002,134,5,0
2026-01-06,SE,LOC010,LOC010-U02,P004,172,9,5
2026-01-06,SE,LOC010,LOC010-U02,P005,128,16,2
2026-01-06,SE,LOC010,LOC010-U02,P007,34,15,1
2026-01-06,SE,LOC010,LOC010-U02,P002,78,5,1
2026-01-06,BR,LOC033,LOC033-U01,P004,73,10,1
2026-01-06,BR,LOC033,LOC033-U01,P005,42,6,5
2026-01-06,BR,LOC033,LOC033-U01,P007,158,7,5
2026-01-06,BR,LOC033,LOC033-U01,P002,41,3,5
2026-01-06,AE,LOC022,LOC022-U02,P004,186,0,2
2026-01-06,AE,LOC022,LOC022-U02,P005,188,5,0
2026-01-06,AE,LOC022,LOC022-U02,P007,187,5,6
2026-01-06,AE,LOC022,LOC022-U02,P002,152,18,2
2026-01-06,GR,LOC020,LOC020-U01,P004,62,10,3
2026-01-06,GR,LOC020,LOC020-U01,P005,193,2,2
2026-01-06,GR,LOC020,LOC020-U01,P007,27,5,2
2026-01-06,GR,LOC020,LOC020-U01,P002,110,9,5
2026-01-06,CA,LOC032,LOC032-U01,P004,154,9,1
2026-01-06,CA,LOC032,LOC032-U01,P005,122,14,4
2026-01-06,CA,LOC032,LOC032-U01,P007,22,19,2
2026-01-06,CA,LOC032,LOC032-U01,P002,101,15,6
2026-01-06,SG,LOC026,LOC026-U01,P004,67,15,4
