business_date,country_code,location_id,location_name,unit_id,unit_name,transaction_id,transaction_line_id,transaction_completed_ts,product_id,product_name,product_category,is_combo,quantity,gross_sales,discount_amount,tax_amount,discount_type,discount_name,line_status,is_priced_product,is_kitchen_instruction,source_sequence,source_update_ts,extraction_ts,source_file_name
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000004,T0000000004-002,2026-01-01T06:25:00+00:00,P003,Chicken Sandwich,Food,False,3,19.5,1.56,3.59,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T06:30:00+00:00,2026-01-01T08:25:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000004,T0000000004-003,2026-01-01T06:25:00+00:00,P001,Flat White,Hot Drinks,False,2,7.6,0.61,1.4,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T06:30:00+00:00,2026-01-01T08:25:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000005,T0000000005-001,2026-01-01T09:17:00+00:00,P007,Croissant,Bakery,False,3,8.85,0.71,1.63,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T09:22:00+00:00,2026-01-01T11:17:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000005,T0000000005-002,2026-01-01T09:17:00+00:00,P003,Chicken Sandwich,Food,False,1,6.5,0.52,1.2,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T09:22:00+00:00,2026-01-01T11:17:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000005,T0000000005-003,2026-01-01T09:17:00+00:00,P005,Vegan Wrap,Food,False,1,5.8,0.46,1.07,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T09:22:00+00:00,2026-01-01T11:17:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000006,T0000000006-001,2026-01-01T16:11:00+00:00,P004,Breakfast Combo,Combo,True,2,17.8,4.45,2.67,WASTE,End of Day Markdown,cancelled,True,False,1,2026-01-01T16:16:00+00:00,2026-01-01T18:11:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000006,T0000000006-002,2026-01-01T16:11:00+00:00,P002,Americano,Hot Drinks,False,2,6.4,1.6,0.96,WASTE,End of Day Markdown,completed,True,False,1,2026-01-01T16:16:00+00:00,2026-01-01T18:11:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000006,T0000000006-003,2026-01-01T16:11:00+00:00,P005,Vegan Wrap,Food,False,2,11.6,2.9,1.74,WASTE,End of Day Markdown,completed,True,False,1,2026-01-01T16:16:00+00:00,2026-01-01T18:11:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000007,T0000000007-001,2026-01-01T16:28:00+00:00,P001,Flat White,Hot Drinks,False,2,7.6,0.0,1.52,NONE,No Discount,completed,True,False,1,2026-01-01T16:33:00+00:00,2026-01-01T18:28:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000007,T0000000007-002,2026-01-01T16:28:00+00:00,P005,Vegan Wrap,Food,True,1,5.8,0.0,1.16,NONE,No Discount,completed,True,False,1,2026-01-01T16:33:00+00:00,2026-01-01T18:28:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000007,T0000000007-003,2026-01-01T16:28:00+00:00,P005,Vegan Wrap,Food,False,3,17.4,0.0,3.48,NONE,No Discount,completed,True,False,1,2026-01-01T16:33:00+00:00,2026-01-01T18:28:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000008,T0000000008-001,2026-01-01T15:10:00+00:00,P006,Bottled Water,Cold Drinks,False,3,7.2,1.08,1.22,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-01T15:15:00+00:00,2026-01-01T17:10:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000009,T0000000009-001,2026-01-01T05:59:00+00:00,P006,Bottled Water,Cold Drinks,False,1,2.4,0.19,0.44,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T06:04:00+00:00,2026-01-01T07:59:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000009,T0000000009-002,2026-01-01T05:59:00+00:00,P006,Bottled Water,Cold Drinks,False,3,7.2,0.58,1.32,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T06:04:00+00:00,2026-01-01T07:59:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000010,T0000000010-001,2026-01-01T22:34:00+00:00,P001,Flat White,Hot Drinks,False,2,7.6,1.9,1.14,WASTE,End of Day Markdown,completed,True,False,1,2026-01-01T22:39:00+00:00,2026-01-02T00:34:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000010,T0000000010-002,2026-01-01T22:34:00+00:00,P005,Vegan Wrap,Food,False,1,5.8,1.45,0.87,WASTE,End of Day Markdown,completed,True,False,1,2026-01-01T22:39:00+00:00,2026-01-02T00:34:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000010,T0000000010-003,2026-01-01T22:34:00+00:00,P005,Vegan Wrap,Food,False,3,17.4,4.35,2.61,WASTE,End of Day Markdown,completed,True,False,1,2026-01-01T22:39:00+00:00,2026-01-02T00:34:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000011,T0000000011-001,2026-01-01T19:28:00+00:00,P002,Americano,Hot Drinks,False,2,6.4,0.0,1.28,NONE,No Discount,completed,True,False,1,2026-01-01T19:33:00+00:00,2026-01-01T21:28:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000011,T0000000011-002,2026-01-01T19:28:00+00:00,K001,Medium Rare,Kitchen Instruction,False,1,0.0,0.0,0.0,NONE,No Discount,completed,False,True,1,2026-01-01T19:33:00+00:00,2026-01-01T21:28:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000012,T0000000012-001,2026-01-01T16:54:00+00:00,P003,Chicken Sandwich,Food,False,2,13.0,1.95,2.21,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-01T16:59:00+00:00,2026-01-01T18:54:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,NZ,LOC030,NZ Airport Terminal 1,LOC030-U01,Express Kiosk,T0000000012,T0000000012-002,2026-01-01T16:54:00+00:00,P007,Croissant,Bakery,False,2,5.9,0.89,1.0,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-01T16:59:00+00:00,2026-01-01T18:54:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000013,T0000000013-001,2026-01-01T19:07:00+00:00,P001,Flat White,Hot Drinks,False,3,11.4,0.91,2.1,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T19:12:00+00:00,2026-01-01T21:07:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000014,T0000000014-001,2026-01-01T15:18:00+00:00,P001,Flat White,Hot Drinks,False,2,7.6,0.0,1.52,NONE,No Discount,completed,True,False,1,2026-01-01T15:23:00+00:00,2026-01-01T17:18:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000014,T0000000014-002,2026-01-01T15:18:00+00:00,P003,Chicken Sandwich,Food,False,3,19.5,0.0,3.9,NONE,No Discount,completed,True,False,1,2026-01-01T15:23:00+00:00,2026-01-01T17:18:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000015,T0000000015-001,2026-01-01T09:48:00+00:00,P003,Chicken Sandwich,Food,False,3,19.5,1.95,3.51,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-01T09:53:00+00:00,2026-01-01T11:48:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000015,T0000000015-002,2026-01-01T09:48:00+00:00,P003,Chicken Sandwich,Food,False,1,6.5,0.65,1.17,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-01T09:53:00+00:00,2026-01-01T11:48:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000015,T0000000015-003,2026-01-01T09:48:00+00:00,P007,Croissant,Bakery,False,3,8.85,0.89,1.59,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-01T09:53:00+00:00,2026-01-01T11:48:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000016,T0000000016-001,2026-01-01T09:23:00+00:00,P001,Flat White,Hot Drinks,False,3,11.4,1.14,2.05,STAFF,Airport Staff 10%,returned,True,False,1,2026-01-01T09:28:00+00:00,2026-01-01T11:23:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000017,T0000000017-001,2026-01-01T13:29:00+00:00,P001,Flat White,Hot Drinks,False,1,3.8,0.3,0.7,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T13:34:00+00:00,2026-01-01T15:29:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000017,T0000000017-002,2026-01-01T13:29:00+00:00,P002,Americano,Hot Drinks,False,2,6.4,0.51,1.18,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T13:34:00+00:00,2026-01-01T15:29:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000018,T0000000018-001,2026-01-01T09:08:00+00:00,P001,Flat White,Hot Drinks,False,1,3.8,0.0,0.76,NONE,No Discount,completed,True,False,1,2026-01-01T09:13:00+00:00,2026-01-01T11:08:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000018,T0000000018-002,2026-01-01T09:08:00+00:00,P001,Flat White,Hot Drinks,False,2,7.6,0.0,1.52,NONE,No Discount,completed,True,False,1,2026-01-01T09:13:00+00:00,2026-01-01T11:08:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000019,T0000000019-001,2026-01-01T19:21:00+00:00,P006,Bottled Water,Cold Drinks,False,2,4.8,0.48,0.86,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-01T19:26:00+00:00,2026-01-01T21:21:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000020,T0000000020-001,2026-01-01T15:16:00+00:00,P006,Bottled Water,Cold Drinks,False,2,4.8,0.0,0.96,NONE,No Discount,completed,True,False,1,2026-01-01T15:21:00+00:00,2026-01-01T17:16:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000020,T0000000020-002,2026-01-01T15:16:00+00:00,P006,Bottled Water,Cold Drinks,True,3,7.2,0.0,1.44,NONE,No Discount,completed,True,False,1,2026-01-01T15:21:00+00:00,2026-01-01T17:16:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000020,T0000000020-003,2026-01-01T15:16:00+00:00,P007,Croissant,Bakery,False,1,2.95,0.0,0.59,NONE,No Discount,completed,True,False,1,2026-01-01T15:21:00+00:00,2026-01-01T17:16:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000021,T0000000021-001,2026-01-01T11:33:00+00:00,P001,Flat White,Hot Drinks,False,3,11.4,0.91,2.1,LOYALTY,Loyalty App Offer,returned,True,False,1,2026-01-01T11:38:00+00:00,2026-01-01T13:33:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000022,T0000000022-001,2026-01-01T08:48:00+00:00,P006,Bottled Water,Cold Drinks,False,1,2.4,0.24,0.43,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-01T08:53:00+00:00,2026-01-01T10:48:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000023,T0000000023-001,2026-01-01T20:15:00+00:00,P001,Flat White,Hot Drinks,False,2,7.6,0.61,1.4,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T20:20:00+00:00,2026-01-01T22:15:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000024,T0000000024-001,2026-01-01T12:19:00+00:00,P004,Breakfast Combo,Combo,True,3,26.7,2.14,4.91,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T12:24:00+00:00,2026-01-01T14:19:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000024,T0000000024-002,2026-01-01T12:19:00+00:00,P001,Flat White,Hot Drinks,False,3,11.4,0.91,2.1,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T12:24:00+00:00,2026-01-01T14:19:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000024,T0000000024-003,2026-01-01T12:19:00+00:00,P003,Chicken Sandwich,Food,False,1,6.5,0.52,1.2,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T12:24:00+00:00,2026-01-01T14:19:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000025,T0000000025-001,2026-01-01T07:52:00+00:00,P003,Chicken Sandwich,Food,False,1,6.5,0.65,1.17,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-01T07:57:00+00:00,2026-01-01T09:52:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000025,T0000000025-002,2026-01-01T07:52:00+00:00,P007,Croissant,Bakery,False,2,5.9,0.59,1.06,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-01T07:57:00+00:00,2026-01-01T09:52:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000025,T0000000025-003,2026-01-01T07:52:00+00:00,P004,Breakfast Combo,Combo,True,3,26.7,2.67,4.81,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-01T07:57:00+00:00,2026-01-01T09:52:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000026,T0000000026-001,2026-01-01T22:58:00+00:00,P003,Chicken Sandwich,Food,False,2,13.0,1.04,2.39,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T23:03:00+00:00,2026-01-02T00:58:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000027,T0000000027-001,2026-01-01T13:22:00+00:00,P002,Americano,Hot Drinks,False,2,6.4,1.6,0.96,WASTE,End of Day Markdown,completed,True,False,1,2026-01-01T13:27:00+00:00,2026-01-01T15:22:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000028,T0000000028-001,2026-01-01T22:03:00+00:00,P006,Bottled Water,Cold Drinks,False,1,2.4,0.0,0.48,NONE,No Discount,completed,True,False,1,2026-01-01T22:08:00+00:00,2026-01-02T00:03:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000029,T0000000029-001,2026-01-01T08:32:00+00:00,P001,Flat White,Hot Drinks,False,1,3.8,0.95,0.57,WASTE,End of Day Markdown,completed,True,False,1,2026-01-01T08:37:00+00:00,2026-01-01T10:32:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000029,T0000000029-002,2026-01-01T08:32:00+00:00,P002,Americano,Hot Drinks,False,2,6.4,1.6,0.96,WASTE,End of Day Markdown,completed,True,False,1,2026-01-01T08:37:00+00:00,2026-01-01T10:32:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000030,T0000000030-001,2026-01-01T09:07:00+00:00,P003,Chicken Sandwich,Food,False,2,13.0,3.25,1.95,WASTE,End of Day Markdown,completed,True,False,1,2026-01-01T09:12:00+00:00,2026-01-01T11:07:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000030,T0000000030-002,2026-01-01T09:07:00+00:00,P002,Americano,Hot Drinks,True,3,9.6,2.4,1.44,WASTE,End of Day Markdown,completed,True,False,1,2026-01-01T09:12:00+00:00,2026-01-01T11:07:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000030,T0000000030-003,2026-01-01T09:07:00+00:00,P002,Americano,Hot Drinks,False,3,9.6,2.4,1.44,WASTE,End of Day Markdown,cancelled,True,False,1,2026-01-01T09:12:00+00:00,2026-01-01T11:07:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000031,T0000000031-001,2026-01-01T22:57:00+00:00,P001,Flat White,Hot Drinks,False,1,3.8,0.38,0.68,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-01T23:02:00+00:00,2026-01-02T00:57:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,TH,LOC028,TH Airport Terminal 1,LOC028-U01,Bakery,T0000000031,T0000000031-002,2026-01-01T22:57:00+00:00,P006,Bottled Water,Cold Drinks,False,3,7.2,0.72,1.3,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-01T23:02:00+00:00,2026-01-02T00:57:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,AE,LOC022,AE Airport Terminal 1,LOC022-U01,Express Kiosk,T0000000032,T0000000032-001,2026-01-01T08:01:00+00:00,P007,Croissant,Bakery,False,2,5.9,0.89,1.0,PROMO,Breakfast Combo Promo,completed,True,False,1,2026-01-01T08:06:00+00:00,2026-01-01T10:01:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,AE,LOC022,AE Airport Terminal 1,LOC022-U01,Express Kiosk,T0000000033,T0000000033-001,2026-01-01T21:28:00+00:00,P004,Breakfast Combo,Combo,True,3,26.7,0.0,5.34,NONE,No Discount,completed,True,False,1,2026-01-01T21:33:00+00:00,2026-01-01T23:28:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,AE,LOC022,AE Airport Terminal 1,LOC022-U01,Express Kiosk,T0000000033,T0000000033-002,2026-01-01T21:28:00+00:00,P006,Bottled Water,Cold Drinks,False,3,7.2,0.0,1.44,NONE,No Discount,completed,True,False,1,2026-01-01T21:33:00+00:00,2026-01-01T23:28:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,AE,LOC022,AE Airport Terminal 1,LOC022-U01,Express Kiosk,T0000000033,T0000000033-003,2026-01-01T21:28:00+00:00,P006,Bottled Water,Cold Drinks,False,1,2.4,0.0,0.48,NONE,No Discount,completed,True,False,1,2026-01-01T21:33:00+00:00,2026-01-01T23:28:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,AE,LOC022,AE Airport Terminal 1,LOC022-U01,Express Kiosk,T0000000034,T0000000034-001,2026-01-01T17:36:00+00:00,P004,Breakfast Combo,Combo,True,2,17.8,4.45,2.67,WASTE,End of Day Markdown,completed,True,False,1,2026-01-01T17:41:00+00:00,2026-01-01T19:36:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,AE,LOC022,AE Airport Terminal 1,LOC022-U01,Express Kiosk,T0000000035,T0000000035-001,2026-01-01T22:26:00+00:00,P001,Flat White,Hot Drinks,False,1,3.8,0.95,0.57,WASTE,End of Day Markdown,completed,True,False,1,2026-01-01T22:31:00+00:00,2026-01-02T00:26:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,AE,LOC022,AE Airport Terminal 1,LOC022-U01,Express Kiosk,T0000000035,T0000000035-002,2026-01-01T22:26:00+00:00,P003,Chicken Sandwich,Food,False,3,19.5,4.88,2.93,WASTE,End of Day Markdown,completed,True,False,1,2026-01-01T22:31:00+00:00,2026-01-02T00:26:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,AE,LOC022,AE Airport Terminal 1,LOC022-U01,Express Kiosk,T0000000036,T0000000036-001,2026-01-01T09:33:00+00:00,P007,Croissant,Bakery,False,2,5.9,0.59,1.06,STAFF,Airport Staff 10%,completed,True,False,1,2026-01-01T09:38:00+00:00,2026-01-01T11:33:00+00:00,oracle_sales_2026-01-01_run_01.csv
2026-01-01,AE,LOC022,AE Airport Terminal 1,LOC022-U01,Express Kiosk,T0000000037,T0000000037-001,2026-01-01T12:10:00+00:00,P004,Breakfast Combo,Combo,True,3,26.7,2.14,4.91,LOYALTY,Loyalty App Offer,completed,True,False,1,2026-01-01T12:15:00+00:00,2026-01-01T14:10:00+00:00,oracle_sales_2026-01-01_run_01.csv
